"To ask the Secretary of State for the Home Department, how many people subject to immigration control with dependents applied to have the no recourse to public funds condition on their leave to remain lifted in (a) 2015-16 and (b) 2016-17."
"To ask the Secretary of State for the Home Department, what steps she is taking to resolve the delays in processing settlement visa applications; and whether those delays are caused by staff shortages."
"To ask the Secretary of State for the Home Department, whether her Department has received information obtained by the US Administration by means of provisions within the USA Patriot Act of 2011; and if she will make a statement."
"To ask the Secretary of State for the Home Department, whether the Government has had discussions with the Libyan Government on the location of trials for Libyan citizens who have been granted asylum in the UK and have subsequently been charged with crimes committed in the UK."
"To ask the Secretary of State for the Home Department, if she will take steps to increase the number of resettlement places offered by the Government to at least 10,000 places per year for people fleeing war and persecution; and if she will make a statement."
"To ask the right hon. Member for Carshalton and Wallington, representing the House of Commons Commission, how much of the food and drink purchased by the (a) House of Commons and (b) UK Parliament is sourced from Scotland."
"To ask the Secretary of State for Justice, whether his Department has received information obtained by the US Administration by means of provisions within the USA Patriot Act of 2001; and if he will make a statement."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, pursuant to the Answer of 5 September 2017 to Question 6169, on energy: meters, what estimate he has made of the average cost of installing 460,000 SMETS1 meters."
"To ask the Secretary of State for Business, Energy and Industrial Strategy, what assessment he has made of the effect on business profitability of the annual investment allowance."
"To ask the Minister for the Cabinet Office, how much of the food and drink purchased by (a) the UK Government and (b) its departments and agencies is sourced from Scotland."
"To ask the Minister for the Cabinet Office, which (a) groups and (b) organisations were involved in stakeholder consultation exercises as part of the Race Disparity Audit, broken down by (i) sector, (ii) race and (iii) ethnicity."
"To ask the Minister for the Cabinet Office, pursuant to the Answer of 7 September 2017 to Question 6989, for what reason the Government Digital Service Advisory Board has not met since January 2017."
"To ask the Minister for the Cabinet Office, pursuant to the Answer of 7 September 2017 to Question 6989, whether there is a timetable for quarterly meetings of the Government Digital Service Advisory Board."
"To ask Mr Chancellor of the Exchequer, what the principal causes have been of the (a) late, (b) missing and (c) incorrect Real Time Information (RTI) submissions considered by the Late, Missing and Incorrect RTI project to date; and if he will make a statement."
"To ask Mr Chancellor of the Exchequer, what estimate he has made of the number of new customs officials that will be required as a result of leaving the Customs Union; and what the estimated additional annual cost to the public purse will be of employing those officials."
"To ask Mr Chancellor of the Exchequer, what contingency plans are in place in the event that Customs Declaration Service is not fully operational before the UK is due to leave the EU in March 2019."
"To ask Mr Chancellor of the Exchequer, whether the new Customs Declaration Service will be fully operational by January 2019; and whether it will have been fully tested to ensure that it is able to manage an increase in the volume of declarations associated with leaving the Customs Union."
"To ask Mr Chancellor of the Exchequer, what recent estimate his Department has made of the number of supply chain jobs in the UK supported by (a) High Speed 2, (b) Heathrow expansion, (c) Hinkley Point nuclear power station and (d) Crossrail 2."
"To ask Mr Chancellor of the Exchequer, what estimate he has made of the level of the public sector net debt by June 2022."
"To ask Mr Chancellor of the Exchequer, what estimate he has made of the potential number of businesses that will relocate to Northern Ireland as a result of the introduction of trading profits taxable at the Northern Ireland rate."
"To ask Mr Chancellor of the Exchequer, what assessment the Government has made of the effect of trading profits taxable at the Northern Ireland rate on UK tax revenues."
"To ask Mr Chancellor of the Exchequer, what the cost to the public purse was of business investment relief in (a) 2013, (b) 2014, (c) 2015 and (d) 2016."
"To ask Mr Chancellor of the Exchequer, how many people received business investment relief in (a) 2013, (b) 2014, (c) 2015 and (d) 2016."
"To ask the Secretary of State for Communities and Local Government, if he will list the local authorities that have made a request for financial assistance with regard to fire safety work in tower blocks; how much such assistance has been requested in each case; whether that has been for grant, loan or extra borrowing approval; and whether the Government has agreed to any additional grant, loan or borrowing approval."
"To ask the Secretary of State for Communities and Local Government, what representations his Department has made to the two accredited trade associations on the practice of credit clamping."
"To ask the Secretary of State for Communities and Local Government, pursuant to the Answer of 20 September 2017 to Question 7325, if his Department will issue additional fire safety in the period before the reviews and inquiry are complete."
"To ask the Secretary of State for Communities and Local Government, what constitutes exceptional circumstances in his Department's planning guidance when applications to build on land designated as green belt are considered."
"To ask the Secretary of State for Communities and Local Government, what information his Department holds on the number of households from the London Borough of Haringey who have been placed in temporary accommodation outside of that borough in the last 12 months."
"To ask the Secretary of State for Communities and Local Government, what estimate his Department has made of the proportion of temporary accommodation stock that is in disrepair and requires maintenance so that the properties are fit for human habitation in (a) the London Borough of Haringey and (b) London."
"To ask the Secretary of State for Communities and Local Government, what information his Department holds on the average length of time that a household spends in temporary accommodation in (a) the London Borough of Haringey and (b) London."
"To ask the Secretary of State for Communities and Local Government, what recent assessment his Department has made of the relative accessibility to wheelchair users of shops in England."
"To ask the Secretary of State for Communities and Local Government, what steps his Department is taking to ensure that high street shops are wheelchair accessible."
"To ask the Secretary of State for Communities and Local Government, what steps his Department is taking to ensure that local authorities have appropriate powers to re-coup the cost of repairing damage caused by unauthorised Traveller encampments."
"To ask the Secretary of State for Communities and Local Government, what steps his Department is taking to enable local authorities to expedite the removal of unauthorised Traveller encampments."
"To ask the Secretary of State for Communities and Local Government, what his policy is on statutory provisions to ensure that all shops in England have facilities to enable wheelchair access; and if he will make a statement."
"To ask the Secretary of State for Communities and Local Government, what information his Department holds on the average amount of time that a household spends in bed and breakfast accommodation, hotels and hostels as an interim accommodation measure (a) the London Borough of Haringey and (b) London in the last 12 months."
"To ask the Secretary of State for Communities and Local Government, what information his Department holds on the number of households placed in bed and breakfast accommodation, hotels and hostels as overnight interim accommodation in (a) the London Borough of Haringey and (b) London in the last 12 months."
"To ask the Secretary of State for Communities and Local Government, what information his Department holds on the number of households (a) with and (b) without dependent children who have resided in temporary accommodation for more than (i) one, (ii) two, (iii) three and (iv) four years in (A) the London Borough of Haringey and (B) London."
"To ask the Secretary of State for Communities and Local Government, what information his Department holds on the number of households in temporary accommodation that have been moved into permanent accommodation in (a) the London Borough of Haringey and (b) London in the last year."
"To ask the Secretary of State for Digital, Culture, Media and Sport, whether e-cigarettes can be promoted in public health campaigns under the Tobacco Products Directive."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions she has had with (a) campaigners and (b) sports governance bodies on making sports governance bodies that (i) are and (ii) recently have been in receipt of public funds subject to the Freedom of Information Act."
"To ask the Secretary of State for Digital, Culture, Media and Sport, how much funding from the public purse has been allocated to non-Olympic sport in each year since 2012."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment she has made of trends in local and regional news provision across the UK."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what recent assessment her Department has made of progress towards the implementation of the Universal Service Obligation for broadband by 2020."
"To ask the Secretary of State for Digital, Culture, Media and Sport, whether British Telecoms is liable to pay penalties in the event that the Universal Service Obligation for broadband is not fully implemented by 2020."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what information her Department holds on cases of discrimination on the basis of (a) race, (b) gender and (c) sexual orientation in elite sport."
"To ask the Secretary of State for Digital, Culture, Media and Sport, if she will estimate the amount spent each year on fixed-odds betting terminals in Ellesmere Port and Neston constituency."
"To ask the Secretary of State for Digital, Culture, Media and Sport, how many fixed-odds betting terminals are licensed in Ellesmere Port and Neston constituency."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what estimate her Department has made of the number of pupils experiencing concussion injuries by age as a result of playing football at (a) primary and (b) secondary school in the last 12 months."
"To ask the Secretary of State for Digital, Culture, Media and Sport, if she will make it her policy to exclude e-cigarettes from the Tobacco Products Directive ban on advertising when the UK leaves the EU."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what information her Department holds on the number of news stories published in UK newspapers which have been identified by the (a) European Parliament and (b) European Commission as inaccurate in each year since 2005."
"To ask the Secretary of State for Digital, Culture, Media and Sport, pursuant to the Answer of 6 September 2017 to Question 9257, whether her Department collects information on the gender balance among STEM subject staff at Tech City and Tech North."
"To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions she has had with Birmingham Council on ensuring that that council receives a participation dividend in the event that Birmingham is successful in its bid to host the Commonwealth Games in 2022."
"To ask the Secretary of State for Defence, if he will make a statement about the renewal of the jet aircraft used by the Red Arrows."
"To ask the Secretary of State for Defence, what support his Department provides to ex-service personnel who are affected by the under-occupancy charge."
"To ask the Secretary of State for Defence, what steps he is taking to increase the manpower of the Royal Navy."
"To ask the Secretary of State for Defence, whether his Department has made an assessment of how the Falkland Islands could be recaptured in the vent of invasion without the use of Royal Navy amphibious capabilities provided by HMS Albion, HMS Bulwark and HMS Ocean."
"To ask the Secretary of State for Defence, whether the depreciation in the value of sterling has affected the projected procurement numbers of (a) F-35 fighter jets, (b) P-8 Poseidon maritime patrol aircraft and (c) Boeing Apache attack helicopters."
"To ask the Secretary of State for Defence, what plans his Department has to replace the Royal Navy's Harpoon Anti-Ship missile after its retirement in 2018."
"To ask the Secretary of State for Defence, pursuant to the Answer of 10 October 2017 to Question 10447, on Ministry of Defence: procurement, to which firms those 20 civil servants within the Government Commercial Function were seconded."
"To ask the Secretary of State for Defence, whether HMS Prince of Wales has been designed to operate in littoral waters."
"To ask the Secretary of State for Defence, how many suspected terrorists the UK has targeted in Yemen (a) on its own and (b) with the US since January 2017."
"To ask the Secretary of State for Defence, on how many occasions the Government has authorised the use of (a) UK personnel, (b) UK assets, including RAF bases located in the UK and (c) UK intelligence in support of US counter-terror operations in Yemen."
"To ask the Secretary of State for Defence, what guidance is provided to UK personnel in support of US counter-terror actions outside of war zones."
"To ask the Secretary of State for Defence, what steps he has taken to invest in research on rehabilitation, health and social care models to improve the quality of life for Gulf War veterans who are experiencing ill health."
"To ask the Secretary of State for Defence, what steps he is taking to ensure that skills in the defence manufacturing industry are retained across the Solent area following the announcement of proposed job losses at BAE Systems."
"To ask the Secretary of State for Defence, on what date the Government was first made aware of plans of the latest round of job losses at BAE Systems."
"To ask the Secretary of State for Defence, what support his Department is providing to the US in its response to the threat posed by North Korea."
"To ask the Secretary of State for Defence, on how many occasions since August 2015 the Government has authorised the use of lethal force in a non-military context under the legal basis of self-defence."
"To ask the Secretary of State for Defence, how many people currently serving in the armed forces were born (a) in other EU countries and (b) outside the EU; and in which countries those armed forces personnel were born."
"To ask the Secretary of State for Defence, how many and what proportion of non-UK personnel are currently on active service in the Royal Navy."
"To ask the Secretary of State for Education, what assessment her Department has made of the accessibility for children with SEND of 30 hours free childcare places."
"To ask the Secretary of State for Education, what steps her Department is taking to raise levels of discipline in schools."
"To ask the Secretary of State for Education, if the additional £3.7 million allocated to Shropshire schools was previously allocated to another area of her Department's spending."
"To ask the Secretary of State for Education, what assessment the Government has made of the effect of 30 hours free childcare on the provision of (a) universal offer places and (b) funded two-year old places."
"To ask the Secretary of State for Education, what steps her Department is taking to increase participation in sport by school children."
"To ask the Secretary of State for Education, whether she plans to review the adequacy of the early years funding formula in the next 12 months."
"To ask the Secretary of State for Education, what recent estimate her Department has made of the number of parents with a code for 30 hours free childcare that has not yet been validated."
"To ask the Secretary of State for Education, pursuant to the Answer of 9 October 2017 to Question 10448, on Department for Education: procurement, to which organisation that civil servant was seconded; and for how long that secondment was for."
"To ask the Secretary of State for Environment, Food and Rural Affairs, with reference to page 11 of the RSPB's Reserves 2012 report, what information his Department holds on the population of priority bird species on RSPB reserves since 2012."
"To ask the Secretary of State for Environment, Food and Rural Affairs, what steps his Department is taking to tackle preventable child deaths from pneumonia in support of progress towards Sustainable Development Goals."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the effectiveness of the Iran nuclear deal JCPOA; and if he will make a statement."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the effectiveness of the British diplomatic and military support for the Government of Libya."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, how many Yazidi people have been admitted to the UK under the Vulnerable Persons Resettlement Scheme."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will ensure that the UK Mission to the UN in New York makes representations on the situation of the Baha'i community in Iran during its statement at the Third Committee meetings of the UN General Assembly."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, whether the Government has investigated how Andargachew Tsege's itinerary was shared with the Ethiopian authorities in advance of his kidnap from an airport in a third country."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, whether the Government plans to co-sponsor a resolution on the situation of human rights in Iran at the current session of the UN General Assembly."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the political and security situation in Mexico."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he has had with his US counterpart on diplomatic tensions between the US and North Korea."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions (a) Ministers and (b) officials have had with the Special Rapporteur on Iran, Ms Asma Jahangir, or with the Special Rapporteur on Freedom of Religion, Dr Ahmed Shaheed on the treatment of the Bahá'ís in Iran."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent representations he has made to his Myanmar counterpart on the treatment of the Rohingya people."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the political and security situation in Colombia."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he has had with international counterparts on the inclusion of malaria in the agenda for the Commonwealth Heads of Government meeting in the UK in April 2018."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what representations he has made to Libyan authorities on the reparations for victims of Libyan-sponsored terrorism in the UK."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he has had with his EU counterparts to support policies to pressure the military of Myanmar to halt human rights abuses against the Rohingya people, including (a) coordinated EU support for a UN mandated global arms embargo on Myanmar, (b) EU-wide visa bans on military personnel with exceptions made only for meetings specifically on human rights, (c) an expansion of the existing EU arms embargo to ban companies from supplying any kind of equipment to the Myanmar military, (d) a ban on new investment in and business relationships with military-owned companies and members of the military and their families, (e) an end, in all EU member states, to any form of Government-based training and co-operation with the military in Myanmar and (f) coordinated EU support for the reinstatement of the Annual General Assembly Resolution on human rights in Burma."
"To ask the Secretary of State for Foreign and Commonwealth Affairs, what representations his Department has received on the number of cases in Saudi Arabia where torture has been alleged to have been used by authorities to extract a confession from a person who has subsequently been sentenced to death and is currently on death row."
"To ask the Secretary of State for Health, what the timetable is for the NICE consultation on CG180 Atrial Fibrillation: management (2014)."
"To ask the Secretary of State for Health, what estimate he has made of the number of GPs not providing anticoagulation therapy to all suitable people with atrial fibrillation; and if he will make a statement."
"To ask the Secretary of State for Health, what steps his Department is taking to ensure that people diagnosed with atrial fibrillation (AF) receive therapy to prevent AF-related stroke."
"To ask the Secretary of State for Health, how many clinical commissioning groups have decommissioned IVF services entirely in the last five years."
"To ask the Secretary of State for Health, what plans his Department has for widening the use of NHS Digital to enable pharmacists to update a patient's health record."
"To ask the Secretary of State for Health, what plans he has to make the Bacillus Calmette-Guérin vaccination available on the NHS to all babies and children under the age of 16."
"To ask the Secretary of State for Health, what consultation exercise was undertaken prior to the decision to base the main North West Regional Genetics Laboratory in Manchester as part of the nationwide reconfiguration; and if he will make a statement."
"To ask the Secretary of State for Health, if he will establish an independent taskforce for lung health."
"To ask the Secretary of State for Health, what steps his Department is taking to assess the effect on improving the treatment of diabetes of the transformation funding for diabetes services; and if he will make a statement."
"To ask the Secretary of State for Health, what plans his Department has to focus diabetes transformation funding on areas where the need for service improvement is greatest; and if he will make a statement."
"To ask the Secretary of State for Health, what the timetable is for the National Steering Committee review of its 2014 recommendation on national screening for atrial fibrillation."
"To ask the Secretary of State for Health, what steps his Department is taking to ensure that the 500,000 people who currently have undiagnosed atrial fibrillation, will be identified and appropriately managed over the next five years."
"To ask the Secretary of State for Health, what plans he has to ensure that medicines are labelled to indicate whether they are suitable for vegetarians and vegans."
"To ask the Secretary of State for Health, with reference to the Answer of 30 January 2017 to Question 61799, on IVF pricing, what discussions he has had with NHS England and stakeholder groups on the development of a benchmark price for IVF."
"To ask the Secretary of State for Health, what plans his Department has to evolve Medicines Use Reviews to enable community pharmacists to better support people with long-term conditions such as diabetes and high blood pressure."
"To ask the Secretary of State for Health, what steps his Department is taking to eradicate tuberculosis."
"To ask the Secretary of State for Health, what steps he plans to take to ensure that the consultation on social care will take account of the experiences of working age disabled people; and if he will make a statement."
"To ask the Secretary of State for Health, what steps his Department is taking to assist the Royal Cornwall Hospitals Trust since it has been placed into special measures."
"To ask the Secretary of State for Health, how many deaths of patients in the care of each mental health NHS trust in the North West were attributed to suicide during each month between 1 October 2016 and 30 September 2017; and what steps his Department is taking to reduce the level of death by suicide among patients undergoing treatment for mental health problems."
"To ask the Secretary of State for Health, what steps his Department is taking to ensure that women and their partners do not face undue pressure from healthcare professionals to have a termination on the grounds of disability."
"To ask the Secretary of State for Health, whether his Department plans to re-define the term serious handicap used in the Abortion Act 1967 to improve clarity in the healthcare profession."
"To ask the Secretary of State for Health, if his Department will review the use of the term handicapped in section 1(b) of the Abortion Act 1967."
"To ask the Secretary of State for Health, what plans he has for the diabetes transformation fund beyond 2017-18."
"To ask the Secretary of State for Health, what information (a) his Department, (b) NHS England and (c) arms-length bodies collect on the number of reported physical assaults on NHS staff."
"To ask the Secretary of State for Health, if he will publish the list of (a) invitees and (b) attendees for the meeting of NHS leaders on 18 September 2017; and what criteria was used to select those invitees."
"To ask the Secretary of State for Health, what his policy is on the minimum waiting time for elective surgery; and if he will make a statement."
"To ask the Secretary of State for Health, when NICE plans to update its guidance on myalgic encephalomyelitis."
"To ask the Secretary of State for Health, what his Department's policy is on clinical commissioning groups introducing minimum waiting times for elective surgery."
"To ask the Secretary of State for Health, what assessment he has made of the effectiveness of support provided by his Department for individuals suffering from myalgic encephalomyelitis to access further education."
"To ask the Secretary of State for Health, what assessment he has made of the effect of the UK leaving the EU on the regulation, movement and education of doctors in the UK."
"To ask the Secretary of State for Health, how many agreements have been signed by clinical commissioning groups which are not subject to the tariff system."
"To ask the Secretary of State for Health, what assessment he has made on the adequacy of the availability of vegan and vegetarian medicines."
"To ask the Secretary of State for Health, if he will publish the (a) agenda and (b) minutes of his meeting with NHS leaders on 18 September 2017."
"To ask the Secretary of State for Health, what estimate he has made of the cost to the public purse of the NHS leaders meeting that he attended on 18 September 2017."
"To ask the Secretary of State for Health, what safeguards will be put in place to ensure that the Government's policy for opt-out for organ donation does not contravene the religious beliefs of those who may not have opted out."
"To ask the Secretary of State for Health, what steps he is taking to ensure that public health campaigns are able to promote the use of e-cigarettes to aid smoking cessation."
"To ask the Secretary of State for the Home Department, what her Department's policy is on pre-adult criminal offences being carried over into adulthood when a Disclosure and Barring Service check is requested by a legal adult."
"To ask the Secretary of State for the Home Department, what recent estimate her Department has made of the amount police forces are holding in (a) general and (b) total revenue reserves."
"To ask the Secretary of State for the Home Department, what assessment her Department has made of the change in the level of police forces' collective total revenue reserves over the last three years."
"To ask the Secretary of State for the Home Department, what estimate she has made of the number of people who have been trafficked into the UK through the Port of Cairnryan in each of the last three years."
"To ask the Secretary of State for the Home Department, whether European Arrest Warrants for (a) non-UK EU suspects in the UK and (b) UK suspects in the EU would be operable on the day after the UK leaves the EU in the absence of an agreement on security co-operation."
"To ask the Secretary of State for the Home Department, how many refunds were issued by her Department to visa applicants in each of the last 12 months."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of membership of a proscribed organisation under section 11 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of possessing an article for terrorist purposes under section 57 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, what discussions she has had with the Secretary of State for Digital, Culture, Media and Sport on the effect on crime of problem gambling and gambling addiction."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of wearing a uniform under section 13 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of supporting a proscribed organisation under section 12 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of directing a terrorist organisation under section 56 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of finance and money laundering in relation to terrorism acts under sections 15, 16, 17 and 18 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, what standard follow-up actions are undertaken after a referral to the Prevent strategy."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of weapons training under section 54 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many referrals have been made under the Prevent strategy since 2015."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of collecting information under section 58 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of providing or receiving instruction or training for terrorism under section 6 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of the encouragement of terrorism under section 1 of the Terrorism Act 2000 in each year since 2000."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of disseminating terrorist publications under section 2 of the Terrorism Act 2006 in each year since 2006."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of attendance at a place for terrorist training under section 8 of the Terrorism Act 2006 in each year since 2006."
"To ask the Secretary of State for the Home Department, how many people have been (a) charged with, (b) prosecuted for and (c) convicted of preparing acts of terrorism under section 5 of the Terrorism Act 2006 in each year since 2006."
"To ask the Secretary of State for the Home Department, what opportunities her Department is planning for interested stakeholders and members of the general public to participate in the forthcoming review of regulation on air weapons in England and Wales."
"To ask the Secretary of State for the Home Department, whether the terms of reference for the follow-up review of welfare in immigration detention to be undertaken by Stephen Shaw will include the decision-making process and criteria for detention."
"To ask the Secretary of State for the Home Department, pursuant to the Answer of 10 October 2017 to Question 10463, if she will make an assessment of the (a) effectiveness of procedures and (b) adequacy of the time taken to process applications for no time limit and biometric immigration documentation by people who already have indefinite leave to remain."
"To ask the Secretary of State for the Home Department, pursuant to the Answer of 10 October 2017 to Question 10463, on immigration: biometrics, what mechanisms are in place to measure effectiveness of the continuous improvement processes employed by her Department."
"To ask the Secretary of State for the Home Department, how many suspicious transactions, within the terms of the Poisons Act 1972 as amended, have been reported using the (a) national contact point, (b) the chemical.reporting@met.police.uk email address and (c) local 101 or 999 services in each of the last two years."
"To ask the Secretary of State for the Home Department, pursuant to the Answer of 10 October 2017 to Question 105263, how many applications were made by Malawian nationals for visit visas (a) took longer to process than and (b) were processed within the standard processing timescale in the last year for which figures are available."
"To ask the Secretary of State for the Home Department, what information her Department holds on the number of criminal investigations which have been undertaken into allegations relating to failure to maintain compulsory pilotage in each of the last 10 years for which figures are available."
"To ask the Secretary of State for the Home Department, if she will publish the terms of reference for Stephen Shaw's follow-up review of the welfare of vulnerable people in immigration detention centres."
"To ask the Secretary of State for the Home Department, whether the review of welfare in immigration detention conducted by Stephen Shaw will include an assessment of the potential benefits of a time limit on detention."
"To ask the right hon. Member for Carshalton and Wallington, representing the House of Commons Commission, what material has been used in the scaffolding for the renovation work on the Elizabeth Tower; and what the country of origin was of that material."
"To ask the Secretary of State for International Development, what estimate she has made of the number of children that will be vaccinated through the GAVI vaccine alliance by the end of 2020."
"To ask the Secretary of State for International Development, what funding her Department has provided for the conservation of giraffes since June 2015; which projects have been supported by that funding; and what success those projects have had in terms of (a) sustainable giraffe populations, (b) sustainable tourism and (c) economic development."
"To ask the Secretary of State for International Development, what assessment her Department has made of global progress towards the 2020 targets of reducing malaria cases and deaths by a further 40 per cent by 2020."
"To ask the Secretary of State for International Development, what progress her Department has made towards its commitment to increase spending on disaster risk reduction; and to which countries that additional funding has been allocated."
"To ask the Secretary of State for Justice, how many (a) male and (b) female magistrates serve on the Warrington bench; and how many of those magistrates are resident (i) in each ward and (ii) outside that borough."
"To ask the Secretary of State for Justice, how many victims of human trafficking did not receive compensation from the Criminal Injuries Compensation Authority on the basis that the injured person's conduct contributed towards the incident in each year since 2015."
"To ask the Secretary of State for Justice, what plans his Department has to record the religious identity of people subject to the courts system and the Crown Prosecution Service."
"To ask the Secretary of State for Justice, what assessment he has made of trends in the levels of incidents of discrimination on grounds of race or religion reported by prisoners."
"To ask the Secretary of State for Justice, what the average waiting time for personal independence payment tribunals in Wrexham constituency was in each of the last four years."
"To ask the Prime Minister, pursuant to the Answer of 11 October 2017 to Question 106251, on Raif Badawi, whether that case was raised during her meeting with the Saudi Arabian Minister for Foreign Affairs in September 2017."
"To ask the Prime Minister, pursuant to her Oral contribution of 9 October 2017, Official Report, column 55, what sea area she referred to as coastal waters."
"To ask the Secretary of State for Scotland, whether he plans to visit a food bank in October 2017."
"To ask the Secretary of State for Transport, if he will bring forward legislative proposals to introduce a duty on his Department to oversee or direct competent harbour authorities in the execution of their duties to provide pilotage services in accordance with the Pilotage Act 1987."
"To ask the Secretary of State for Transport, what recent meetings his Ministers of his Department have had with representatives from Competent Harbour Authorities in the last 12 months."
"To ask the Secretary of State for Transport, what steps he is taking to promote the use of black box technology to encourage safer driving among under 18s."
"To ask the Secretary of State for Transport, what assessment his Department has made of drivers under the age of 18 that cause death or serious injury through dangerous driving being convicted as adults instead of minors."
"To ask the Secretary of State for Transport, what recent representations he has received on raising the driving age to 18."
"To ask the Secretary of State for Transport, what assessment he has made of the transport, housing and economic benefits of Crossrail 2 for (a) Tottenham constituency and (b) the London Borough of Haringey."
"To ask the Secretary of State for Transport, what steps his Department is taking to manage any increase in the volume of traffic around the UK's exit and entry points, including sea ports such as Dover; and what the projected cost is of implementing such measures."
"To ask the Secretary of State for Transport, what information his Department holds on recent trials in Amsterdam of switching off traffic lights to improve traffic flows; and if he will consider introducing similar trials at selective intersections during off peak periods in UK cities."
